날짜,측정소명,측정소코드,PM10,PM2.5
2023-03-29 24,강남구,111261,71,34
2023-03-30 01,강남구,111261,73,36
2023-03-30 02,강남구,111261,64,31
2023-03-30 03,강남구,111261,64,32
2023-03-30 04,강남구,111261,55,24
2023-03-30 05,강남구,111261,54,24
2023-03-30 06,강남구,111261,46,21
2023-03-30 07,강남구,111261,46,21
2023-03-30 08,강남구,111261,45,20
2023-03-30 09,강남구,111261,51,24
2023-03-30 10,강남구,111261,54,25
2023-03-30 11,강남구,111261,60,26
2023-03-30 12,강남구,111261,80,35
2023-03-30 13,강남구,111261,86,35
2023-03-30 14,강남구,111261,85,36
2023-03-30 15,강남구,111261,91,41
2023-03-30 16,강남구,111261,56,20
2023-03-30 17,강남구,111261,54,18
2023-03-30 18,강남구,111261,57,22
2023-03-30 19,강남구,111261,64,25
2023-03-30 20,강남구,111261,84,34
2023-03-30 21,강남구,111261,103,42
2023-03-30 22,강남구,111261,109,44
2023-03-30 23,강남구,111261,117,50
2023-03-30 24,강남구,111261,114,49
2023-03-31 01,강남구,111261,112,49
2023-03-31 02,강남구,111261,102,41
2023-03-31 03,강남구,111261,106,44
2023-03-31 04,강남구,111261,104,45
2023-03-31 05,강남구,111261,103,47
2023-03-31 06,강남구,111261,86,37
2023-03-31 07,강남구,111261,88,40
2023-03-31 08,강남구,111261,88,39
2023-03-31 09,강남구,111261,94,39
2023-03-31 10,강남구,111261,97,38
2023-03-31 11,강남구,111261,99,34
2023-03-31 12,강남구,111261,89,33
2023-03-31 13,강남구,111261,,
2023-03-31 14,강남구,111261,,
2023-03-31 15,강남구,111261,94,41
2023-03-31 16,강남구,111261,65,27
2023-03-31 17,강남구,111261,76,35
2023-03-31 18,강남구,111261,99,46
2023-03-31 19,강남구,111261,91,38
2023-03-31 20,강남구,111261,89,39
2023-03-31 21,강남구,111261,92,39
2023-03-31 22,강남구,111261,88,39
2023-03-31 23,강남구,111261,91,43
2023-03-31 24,강남구,111261,88,41
