날짜,측정소명,측정소코드,PM10,PM2.5
2023-03-07 15,동대문구,111152,80,38
2023-03-07 16,동대문구,111152,85,40
2023-03-07 17,동대문구,111152,81,34
2023-03-07 18,동대문구,111152,76,31
2023-03-07 19,동대문구,111152,78,32
2023-03-07 20,동대문구,111152,75,32
2023-03-07 21,동대문구,111152,79,35
2023-03-07 22,동대문구,111152,78,35
2023-03-07 23,동대문구,111152,79,41
2023-03-07 24,동대문구,111152,81,39
2023-03-08 01,동대문구,111152,88,43
2023-03-08 02,동대문구,111152,86,45
2023-03-08 03,동대문구,111152,85,50
2023-03-08 04,동대문구,111152,73,39
2023-03-08 05,동대문구,111152,74,43
2023-03-08 06,동대문구,111152,73,43
2023-03-08 07,동대문구,111152,74,42
2023-03-08 08,동대문구,111152,75,44
2023-03-08 09,동대문구,111152,78,47
2023-03-08 10,동대문구,111152,81,47
2023-03-08 11,동대문구,111152,74,38
2023-03-08 12,동대문구,111152,61,22
2023-03-08 13,동대문구,111152,62,21
2023-03-08 14,동대문구,111152,65,25
2023-03-08 15,동대문구,111152,65,25
2023-03-08 16,동대문구,111152,59,21
2023-03-08 17,동대문구,111152,59,21
2023-03-08 18,동대문구,111152,59,22
2023-03-08 19,동대문구,111152,63,23
2023-03-08 20,동대문구,111152,63,24
2023-03-08 21,동대문구,111152,63,28
2023-03-08 22,동대문구,111152,55,23
2023-03-08 23,동대문구,111152,54,24
2023-03-08 24,동대문구,111152,54,25
2023-03-09 01,동대문구,111152,71,30
2023-03-09 02,동대문구,111152,73,28
2023-03-09 03,동대문구,111152,55,25
2023-03-09 04,동대문구,111152,58,25
2023-03-09 05,동대문구,111152,56,31
2023-03-09 06,동대문구,111152,55,25
2023-03-09 07,동대문구,111152,40,13
2023-03-09 08,동대문구,111152,41,15
2023-03-09 09,동대문구,111152,74,29
2023-03-09 10,동대문구,111152,59,32
2023-03-09 11,동대문구,111152,58,41
2023-03-09 12,동대문구,111152,72,54
2023-03-09 13,동대문구,111152,78,58
2023-03-09 14,동대문구,111152,77,58
2023-03-09 15,동대문구,111152,78,57
2023-03-09 16,동대문구,111152,78,56
2023-03-09 17,동대문구,111152,79,61
2023-03-09 18,동대문구,111152,76,57
2023-03-09 19,동대문구,111152,76,57
2023-03-09 20,동대문구,111152,81,60
2023-03-09 21,동대문구,111152,90,70
2023-03-09 22,동대문구,111152,91,70
2023-03-09 23,동대문구,111152,93,71
2023-03-09 24,동대문구,111152,90,69
2023-03-10 01,동대문구,111152,92,71
2023-03-10 02,동대문구,111152,85,63
2023-03-10 03,동대문구,111152,88,63
2023-03-10 04,동대문구,111152,89,63
2023-03-10 05,동대문구,111152,91,65
2023-03-10 06,동대문구,111152,89,63
2023-03-10 07,동대문구,111152,88,62
2023-03-10 08,동대문구,111152,90,63
2023-03-10 09,동대문구,111152,91,65
2023-03-10 10,동대문구,111152,92,59
2023-03-10 11,동대문구,111152,95,53
2023-03-10 12,동대문구,111152,96,48
2023-03-10 13,동대문구,111152,96,44
2023-03-10 14,동대문구,111152,91,37
2023-03-10 15,동대문구,111152,87,37
2023-03-10 16,동대문구,111152,87,35
2023-03-10 17,동대문구,111152,93,41
2023-03-10 18,동대문구,111152,96,41
2023-03-10 19,동대문구,111152,101,46
2023-03-10 20,동대문구,111152,107,55
2023-03-10 21,동대문구,111152,110,64
2023-03-10 22,동대문구,111152,113,66
2023-03-10 23,동대문구,111152,110,67
2023-03-10 24,동대문구,111152,109,68
2023-03-11 01,동대문구,111152,120,72
2023-03-11 02,동대문구,111152,118,77
2023-03-11 03,동대문구,111152,118,80
2023-03-11 04,동대문구,111152,113,78
2023-03-11 05,동대문구,111152,110,76
2023-03-11 06,동대문구,111152,108,73
2023-03-11 07,동대문구,111152,108,73
2023-03-11 08,동대문구,111152,109,72
2023-03-11 09,동대문구,111152,117,78
2023-03-11 10,동대문구,111152,122,79
2023-03-11 11,동대문구,111152,124,73
2023-03-11 12,동대문구,111152,106,45
2023-03-11 13,동대문구,111152,92,29
2023-03-11 14,동대문구,111152,90,25
2023-03-11 15,동대문구,111152,83,22
2023-03-11 16,동대문구,111152,77,20
2023-03-11 17,동대문구,111152,83,28
2023-03-11 18,동대문구,111152,94,35
2023-03-11 19,동대문구,111152,93,40
2023-03-11 20,동대문구,111152,81,36
2023-03-11 21,동대문구,111152,84,40
2023-03-11 22,동대문구,111152,81,42
2023-03-11 23,동대문구,111152,85,43
2023-03-11 24,동대문구,111152,81,40
2023-03-12 01,동대문구,111152,83,43
2023-03-12 02,동대문구,111152,81,40
2023-03-12 03,동대문구,111152,81,40
2023-03-12 04,동대문구,111152,78,39
2023-03-12 05,동대문구,111152,90,47
2023-03-12 06,동대문구,111152,102,57
2023-03-12 07,동대문구,111152,106,68
2023-03-12 08,동대문구,111152,76,49
2023-03-12 09,동대문구,111152,46,30
2023-03-12 10,동대문구,111152,26,18
2023-03-12 11,동대문구,111152,25,16
2023-03-12 12,동대문구,111152,19,10
2023-03-12 13,동대문구,111152,19,9
2023-03-12 14,동대문구,111152,20,6
2023-03-12 15,동대문구,111152,41,9
2023-03-12 16,동대문구,111152,57,10
2023-03-12 17,동대문구,111152,69,14
2023-03-12 18,동대문구,111152,58,12
2023-03-12 19,동대문구,111152,47,14
2023-03-12 20,동대문구,111152,35,7
2023-03-12 21,동대문구,111152,35,5
2023-03-12 22,동대문구,111152,32,7
2023-03-12 23,동대문구,111152,33,8
2023-03-12 24,동대문구,111152,35,8
2023-03-13 01,동대문구,111152,37,9
2023-03-13 02,동대문구,111152,35,8
2023-03-13 03,동대문구,111152,28,8
2023-03-13 04,동대문구,111152,28,9
2023-03-13 05,동대문구,111152,28,9
2023-03-13 06,동대문구,111152,24,7
2023-03-13 07,동대문구,111152,23,8
2023-03-13 08,동대문구,111152,23,4
2023-03-13 09,동대문구,111152,26,5
2023-03-13 10,동대문구,111152,25,5
2023-03-13 11,동대문구,111152,27,3
2023-03-13 12,동대문구,111152,15,3
2023-03-13 13,동대문구,111152,25,6
2023-03-13 14,동대문구,111152,29,6
2023-03-13 15,동대문구,111152,32,4
2023-03-13 16,동대문구,111152,33,7
2023-03-13 17,동대문구,111152,44,7
2023-03-13 18,동대문구,111152,39,8
2023-03-13 19,동대문구,111152,38,9
2023-03-13 20,동대문구,111152,38,8
2023-03-13 21,동대문구,111152,39,9
2023-03-13 22,동대문구,111152,35,9
2023-03-13 23,동대문구,111152,36,9
2023-03-13 24,동대문구,111152,35,7
2023-03-14 01,동대문구,111152,38,9
2023-03-14 02,동대문구,111152,36,9
2023-03-14 03,동대문구,111152,36,14
2023-03-14 04,동대문구,111152,34,9
2023-03-14 05,동대문구,111152,39,11
2023-03-14 06,동대문구,111152,38,10
2023-03-14 07,동대문구,111152,38,11
2023-03-14 08,동대문구,111152,38,12
2023-03-14 09,동대문구,111152,42,13
2023-03-14 10,동대문구,111152,45,10
2023-03-14 11,동대문구,111152,51,10
2023-03-14 12,동대문구,111152,54,12
2023-03-14 13,동대문구,111152,56,10
2023-03-14 14,동대문구,111152,55,7
2023-03-14 15,동대문구,111152,46,8
2023-03-14 16,동대문구,111152,43,7
2023-03-14 17,동대문구,111152,42,9
2023-03-14 18,동대문구,111152,34,8
2023-03-14 19,동대문구,111152,28,9
2023-03-14 20,동대문구,111152,22,5
2023-03-14 21,동대문구,111152,24,6
2023-03-14 22,동대문구,111152,29,8
2023-03-14 23,동대문구,111152,33,7
2023-03-14 24,동대문구,111152,31,8
2023-03-15 01,동대문구,111152,31,9
2023-03-15 02,동대문구,111152,32,11
2023-03-15 03,동대문구,111152,33,12
2023-03-15 04,동대문구,111152,32,10
2023-03-15 05,동대문구,111152,29,13
2023-03-15 06,동대문구,111152,30,10
2023-03-15 07,동대문구,111152,32,9
2023-03-15 08,동대문구,111152,28,7
2023-03-15 09,동대문구,111152,23,5
2023-03-15 10,동대문구,111152,20,6
2023-03-15 11,동대문구,111152,19,3
2023-03-15 12,동대문구,111152,22,6
2023-03-15 13,동대문구,111152,23,8
2023-03-15 14,동대문구,111152,30,8
2023-03-15 15,동대문구,111152,40,15
2023-03-15 16,동대문구,111152,42,14
2023-03-15 17,동대문구,111152,37,14
2023-03-15 18,동대문구,111152,46,19
2023-03-15 19,동대문구,111152,58,22
2023-03-15 20,동대문구,111152,71,17
2023-03-15 21,동대문구,111152,116,15
2023-03-15 22,동대문구,111152,118,11
2023-03-15 23,동대문구,111152,96,9
2023-03-15 24,동대문구,111152,100,12
2023-03-16 01,동대문구,111152,101,9
2023-03-16 02,동대문구,111152,69,8
2023-03-16 03,동대문구,111152,59,7
2023-03-16 04,동대문구,111152,60,8
2023-03-16 05,동대문구,111152,51,9
2023-03-16 06,동대문구,111152,45,8
2023-03-16 07,동대문구,111152,44,10
2023-03-16 08,동대문구,111152,41,7
2023-03-16 09,동대문구,111152,44,5
2023-03-16 10,동대문구,111152,56,6
2023-03-16 11,동대문구,111152,63,7
2023-03-16 12,동대문구,111152,55,5
2023-03-16 13,동대문구,111152,52,8
2023-03-16 14,동대문구,111152,52,8
2023-03-16 15,동대문구,111152,53,9
2023-03-16 16,동대문구,111152,51,9
2023-03-16 17,동대문구,111152,54,11
2023-03-16 18,동대문구,111152,51,11
2023-03-16 19,동대문구,111152,56,10
2023-03-16 20,동대문구,111152,51,12
2023-03-16 21,동대문구,111152,53,11
2023-03-16 22,동대문구,111152,51,9
2023-03-16 23,동대문구,111152,49,7
2023-03-16 24,동대문구,111152,43,8
2023-03-17 01,동대문구,111152,41,12
2023-03-17 02,동대문구,111152,44,11
2023-03-17 03,동대문구,111152,47,12
2023-03-17 04,동대문구,111152,44,12
2023-03-17 05,동대문구,111152,46,12
2023-03-17 06,동대문구,111152,44,13
2023-03-17 07,동대문구,111152,45,16
2023-03-17 08,동대문구,111152,47,15
2023-03-17 09,동대문구,111152,51,17
2023-03-17 10,동대문구,111152,48,15
2023-03-17 11,동대문구,111152,45,13
2023-03-17 12,동대문구,111152,42,11
2023-03-17 13,동대문구,111152,40,13
2023-03-17 14,동대문구,111152,35,11
2023-03-17 15,동대문구,111152,33,13
2023-03-17 16,동대문구,111152,24,8
2023-03-17 17,동대문구,111152,22,8
2023-03-17 18,동대문구,111152,31,12
2023-03-17 19,동대문구,111152,33,16
2023-03-17 20,동대문구,111152,34,15
2023-03-17 21,동대문구,111152,37,17
2023-03-17 22,동대문구,111152,38,17
2023-03-17 23,동대문구,111152,38,17
2023-03-17 24,동대문구,111152,41,19
2023-03-18 01,동대문구,111152,42,23
2023-03-18 02,동대문구,111152,45,22
2023-03-18 03,동대문구,111152,51,25
2023-03-18 04,동대문구,111152,51,25
2023-03-18 05,동대문구,111152,51,29
2023-03-18 06,동대문구,111152,52,27
2023-03-18 07,동대문구,111152,55,27
2023-03-18 08,동대문구,111152,52,25
2023-03-18 09,동대문구,111152,55,26
2023-03-18 10,동대문구,111152,57,27
2023-03-18 11,동대문구,111152,60,32
2023-03-18 12,동대문구,111152,54,26
2023-03-18 13,동대문구,111152,49,23
2023-03-18 14,동대문구,111152,45,19
2023-03-18 15,동대문구,111152,40,17
2023-03-18 16,동대문구,111152,46,17
2023-03-18 17,동대문구,111152,65,25
2023-03-18 18,동대문구,111152,70,25
2023-03-18 19,동대문구,111152,62,25
2023-03-18 20,동대문구,111152,61,25
2023-03-18 21,동대문구,111152,73,36
2023-03-18 22,동대문구,111152,77,40
2023-03-18 23,동대문구,111152,82,46
2023-03-18 24,동대문구,111152,82,46
2023-03-19 01,동대문구,111152,88,51
2023-03-19 02,동대문구,111152,88,53
2023-03-19 03,동대문구,111152,90,54
2023-03-19 04,동대문구,111152,91,53
2023-03-19 05,동대문구,111152,93,59
2023-03-19 06,동대문구,111152,84,50
2023-03-19 07,동대문구,111152,79,47
2023-03-19 08,동대문구,111152,80,48
2023-03-19 09,동대문구,111152,84,50
2023-03-19 10,동대문구,111152,88,58
2023-03-19 11,동대문구,111152,92,58
2023-03-19 12,동대문구,111152,88,50
2023-03-19 13,동대문구,111152,91,52
2023-03-19 14,동대문구,111152,88,50
2023-03-19 15,동대문구,111152,85,48
2023-03-19 16,동대문구,111152,78,47
2023-03-19 17,동대문구,111152,78,49
2023-03-19 18,동대문구,111152,78,47
2023-03-19 19,동대문구,111152,83,55
2023-03-19 20,동대문구,111152,105,68
2023-03-19 21,동대문구,111152,124,89
2023-03-19 22,동대문구,111152,128,88
2023-03-19 23,동대문구,111152,142,109
2023-03-19 24,동대문구,111152,134,102
2023-03-20 01,동대문구,111152,127,105
2023-03-20 02,동대문구,111152,131,97
2023-03-20 03,동대문구,111152,130,102
2023-03-20 04,동대문구,111152,112,81
2023-03-20 05,동대문구,111152,114,86
2023-03-20 06,동대문구,111152,107,78
2023-03-20 07,동대문구,111152,115,84
2023-03-20 08,동대문구,111152,105,76
2023-03-20 09,동대문구,111152,110,85
2023-03-20 10,동대문구,111152,112,80
2023-03-20 11,동대문구,111152,116,81
2023-03-20 12,동대문구,111152,95,60
2023-03-20 13,동대문구,111152,75,49
2023-03-20 14,동대문구,111152,53,31
2023-03-20 15,동대문구,111152,51,35
2023-03-20 16,동대문구,111152,60,38
2023-03-20 17,동대문구,111152,85,59
2023-03-20 18,동대문구,111152,65,42
2023-03-20 19,동대문구,111152,56,34
2023-03-20 20,동대문구,111152,48,26
2023-03-20 21,동대문구,111152,51,24
2023-03-20 22,동대문구,111152,49,27
2023-03-20 23,동대문구,111152,54,31
2023-03-20 24,동대문구,111152,53,27
2023-03-21 01,동대문구,111152,53,29
2023-03-21 02,동대문구,111152,52,27
2023-03-21 03,동대문구,111152,51,29
2023-03-21 04,동대문구,111152,51,29
2023-03-21 05,동대문구,111152,53,30
2023-03-21 06,동대문구,111152,47,28
2023-03-21 07,동대문구,111152,49,30
2023-03-21 08,동대문구,111152,50,29
2023-03-21 09,동대문구,111152,54,30
2023-03-21 10,동대문구,111152,58,33
2023-03-21 11,동대문구,111152,65,38
2023-03-21 12,동대문구,111152,,
2023-03-21 13,동대문구,111152,,
2023-03-21 14,동대문구,111152,,
2023-03-21 15,동대문구,111152,47,27
2023-03-21 16,동대문구,111152,39,24
2023-03-21 17,동대문구,111152,46,30
2023-03-21 18,동대문구,111152,55,31
2023-03-21 19,동대문구,111152,84,48
2023-03-21 20,동대문구,111152,78,45
2023-03-21 21,동대문구,111152,74,47
2023-03-21 22,동대문구,111152,72,46
2023-03-21 23,동대문구,111152,77,49
2023-03-21 24,동대문구,111152,83,47
2023-03-22 01,동대문구,111152,76,45
2023-03-22 02,동대문구,111152,69,39
2023-03-22 03,동대문구,111152,70,42
2023-03-22 04,동대문구,111152,66,40
2023-03-22 05,동대문구,111152,66,43
2023-03-22 06,동대문구,111152,64,40
2023-03-22 07,동대문구,111152,66,42
2023-03-22 08,동대문구,111152,63,37
2023-03-22 09,동대문구,111152,65,39
2023-03-22 10,동대문구,111152,73,41
2023-03-22 11,동대문구,111152,79,42
2023-03-22 12,동대문구,111152,72,37
2023-03-22 13,동대문구,111152,77,40
2023-03-22 14,동대문구,111152,65,31
2023-03-22 15,동대문구,111152,57,28
2023-03-22 16,동대문구,111152,46,22
2023-03-22 17,동대문구,111152,51,26
2023-03-22 18,동대문구,111152,56,27
2023-03-22 19,동대문구,111152,71,37
2023-03-22 20,동대문구,111152,51,21
2023-03-22 21,동대문구,111152,41,19
2023-03-22 22,동대문구,111152,39,18
2023-03-22 23,동대문구,111152,44,19
2023-03-22 24,동대문구,111152,48,21
2023-03-23 01,동대문구,111152,48,16
2023-03-23 02,동대문구,111152,46,21
2023-03-23 03,동대문구,111152,45,24
2023-03-23 04,동대문구,111152,42,20
2023-03-23 05,동대문구,111152,41,21
2023-03-23 06,동대문구,111152,37,18
2023-03-23 07,동대문구,111152,42,19
2023-03-23 08,동대문구,111152,42,19
2023-03-23 09,동대문구,111152,38,19
2023-03-23 10,동대문구,111152,44,16
2023-03-23 11,동대문구,111152,36,18
2023-03-23 12,동대문구,111152,37,19
2023-03-23 13,동대문구,111152,44,26
2023-03-23 14,동대문구,111152,47,23
2023-03-23 15,동대문구,111152,47,20
2023-03-23 16,동대문구,111152,34,15
2023-03-23 17,동대문구,111152,57,18
2023-03-23 18,동대문구,111152,159,42
2023-03-23 19,동대문구,111152,227,48
2023-03-23 20,동대문구,111152,273,50
2023-03-23 21,동대문구,111152,321,55
2023-03-23 22,동대문구,111152,293,48
2023-03-23 23,동대문구,111152,263,43
2023-03-23 24,동대문구,111152,229,36
2023-03-24 01,동대문구,111152,211,31
2023-03-24 02,동대문구,111152,179,26
2023-03-24 03,동대문구,111152,156,23
2023-03-24 04,동대문구,111152,144,21
2023-03-24 05,동대문구,111152,138,19
2023-03-24 06,동대문구,111152,129,18
2023-03-24 07,동대문구,111152,126,21
2023-03-24 08,동대문구,111152,119,17
2023-03-24 09,동대문구,111152,118,16
2023-03-24 10,동대문구,111152,120,18
2023-03-24 11,동대문구,111152,130,19
2023-03-24 12,동대문구,111152,133,23
2023-03-24 13,동대문구,111152,134,26
2023-03-24 14,동대문구,111152,138,27
2023-03-24 15,동대문구,111152,144,32
2023-03-24 16,동대문구,111152,142,31
2023-03-24 17,동대문구,111152,140,32
2023-03-24 18,동대문구,111152,134,29
2023-03-24 19,동대문구,111152,137,27
2023-03-24 20,동대문구,111152,132,26
2023-03-24 21,동대문구,111152,129,26
2023-03-24 22,동대문구,111152,124,28
2023-03-24 23,동대문구,111152,121,29
2023-03-24 24,동대문구,111152,111,26
2023-03-25 01,동대문구,111152,109,24
2023-03-25 02,동대문구,111152,93,20
2023-03-25 03,동대문구,111152,85,17
2023-03-25 04,동대문구,111152,74,17
2023-03-25 05,동대문구,111152,69,15
2023-03-25 06,동대문구,111152,60,14
2023-03-25 07,동대문구,111152,56,11
2023-03-25 08,동대문구,111152,51,11
2023-03-25 09,동대문구,111152,50,10
2023-03-25 10,동대문구,111152,64,12
2023-03-25 11,동대문구,111152,84,16
2023-03-25 12,동대문구,111152,115,24
2023-03-25 13,동대문구,111152,129,28
2023-03-25 14,동대문구,111152,122,27
2023-03-25 15,동대문구,111152,117,23
2023-03-25 16,동대문구,111152,110,24
2023-03-25 17,동대문구,111152,122,30
2023-03-25 18,동대문구,111152,121,37
2023-03-25 19,동대문구,111152,118,39
2023-03-25 20,동대문구,111152,113,34
2023-03-25 21,동대문구,111152,115,34
2023-03-25 22,동대문구,111152,115,33
2023-03-25 23,동대문구,111152,120,37
2023-03-25 24,동대문구,111152,118,33
2023-03-26 01,동대문구,111152,115,36
2023-03-26 02,동대문구,111152,108,35
2023-03-26 03,동대문구,111152,105,35
2023-03-26 04,동대문구,111152,91,26
2023-03-26 05,동대문구,111152,74,18
2023-03-26 06,동대문구,111152,68,15
2023-03-26 07,동대문구,111152,68,19
2023-03-26 08,동대문구,111152,62,15
2023-03-26 09,동대문구,111152,63,14
2023-03-26 10,동대문구,111152,67,16
2023-03-26 11,동대문구,111152,67,17
2023-03-26 12,동대문구,111152,46,10
2023-03-26 13,동대문구,111152,39,10
2023-03-26 14,동대문구,111152,39,8
2023-03-26 15,동대문구,111152,41,9
2023-03-26 16,동대문구,111152,42,8
2023-03-26 17,동대문구,111152,50,8
2023-03-26 18,동대문구,111152,51,6
2023-03-26 19,동대문구,111152,42,6
2023-03-26 20,동대문구,111152,33,5
2023-03-26 21,동대문구,111152,31,5
2023-03-26 22,동대문구,111152,27,6
2023-03-26 23,동대문구,111152,35,13
2023-03-26 24,동대문구,111152,34,13
2023-03-27 01,동대문구,111152,38,17
2023-03-27 02,동대문구,111152,38,14
2023-03-27 03,동대문구,111152,41,16
2023-03-27 04,동대문구,111152,35,13
2023-03-27 05,동대문구,111152,38,14
2023-03-27 06,동대문구,111152,34,15
2023-03-27 07,동대문구,111152,39,18
2023-03-27 08,동대문구,111152,39,15
2023-03-27 09,동대문구,111152,44,18
2023-03-27 10,동대문구,111152,47,20
2023-03-27 11,동대문구,111152,51,22
2023-03-27 12,동대문구,111152,44,18
2023-03-27 13,동대문구,111152,48,19
2023-03-27 14,동대문구,111152,45,19
2023-03-27 15,동대문구,111152,49,25
2023-03-27 16,동대문구,111152,48,21
2023-03-27 17,동대문구,111152,56,25
2023-03-27 18,동대문구,111152,61,24
2023-03-27 19,동대문구,111152,49,21
2023-03-27 20,동대문구,111152,50,21
2023-03-27 21,동대문구,111152,50,21
2023-03-27 22,동대문구,111152,41,16
2023-03-27 23,동대문구,111152,42,19
2023-03-27 24,동대문구,111152,42,18
2023-03-28 01,동대문구,111152,44,20
2023-03-28 02,동대문구,111152,47,25
2023-03-28 03,동대문구,111152,52,29
2023-03-28 04,동대문구,111152,50,23
2023-03-28 05,동대문구,111152,51,27
2023-03-28 06,동대문구,111152,49,26
2023-03-28 07,동대문구,111152,52,29
2023-03-28 08,동대문구,111152,51,27
2023-03-28 09,동대문구,111152,56,27
2023-03-28 10,동대문구,111152,63,31
2023-03-28 11,동대문구,111152,65,35
2023-03-28 12,동대문구,111152,61,31
2023-03-28 13,동대문구,111152,60,25
2023-03-28 14,동대문구,111152,60,21
2023-03-28 15,동대문구,111152,68,27
2023-03-28 16,동대문구,111152,67,24
2023-03-28 17,동대문구,111152,81,29
2023-03-28 18,동대문구,111152,89,28
2023-03-28 19,동대문구,111152,82,27
2023-03-28 20,동대문구,111152,81,28
2023-03-28 21,동대문구,111152,83,29
2023-03-28 22,동대문구,111152,71,27
2023-03-28 23,동대문구,111152,71,31
2023-03-28 24,동대문구,111152,70,29
2023-03-29 01,동대문구,111152,73,29
2023-03-29 02,동대문구,111152,75,34
2023-03-29 03,동대문구,111152,77,35
2023-03-29 04,동대문구,111152,74,36
2023-03-29 05,동대문구,111152,77,39
2023-03-29 06,동대문구,111152,78,38
2023-03-29 07,동대문구,111152,79,38
2023-03-29 08,동대문구,111152,80,37
2023-03-29 09,동대문구,111152,83,45
2023-03-29 10,동대문구,111152,102,53
2023-03-29 11,동대문구,111152,104,56
2023-03-29 12,동대문구,111152,103,49
2023-03-29 13,동대문구,111152,91,41
2023-03-29 14,동대문구,111152,72,31
2023-03-29 15,동대문구,111152,74,33
2023-03-29 16,동대문구,111152,80,34
2023-03-29 17,동대문구,111152,63,25
2023-03-29 18,동대문구,111152,50,16
2023-03-29 19,동대문구,111152,62,25
2023-03-29 20,동대문구,111152,53,20
2023-03-29 21,동대문구,111152,49,19
2023-03-29 22,동대문구,111152,63,29
2023-03-29 23,동대문구,111152,76,42
2023-03-29 24,동대문구,111152,77,39
2023-03-30 01,동대문구,111152,83,44
2023-03-30 02,동대문구,111152,80,43
2023-03-30 03,동대문구,111152,79,44
2023-03-30 04,동대문구,111152,56,28
2023-03-30 05,동대문구,111152,53,25
2023-03-30 06,동대문구,111152,52,25
2023-03-30 07,동대문구,111152,52,23
2023-03-30 08,동대문구,111152,49,23
2023-03-30 09,동대문구,111152,57,28
2023-03-30 10,동대문구,111152,69,32
2023-03-30 11,동대문구,111152,71,35
2023-03-30 12,동대문구,111152,85,42
2023-03-30 13,동대문구,111152,96,45
2023-03-30 14,동대문구,111152,75,32
2023-03-30 15,동대문구,111152,69,28
2023-03-30 16,동대문구,111152,70,30
2023-03-30 17,동대문구,111152,75,32
2023-03-30 18,동대문구,111152,71,28
2023-03-30 19,동대문구,111152,60,23
2023-03-30 20,동대문구,111152,79,30
2023-03-30 21,동대문구,111152,101,41
2023-03-30 22,동대문구,111152,102,42
2023-03-30 23,동대문구,111152,113,53
2023-03-30 24,동대문구,111152,108,49
2023-03-31 01,동대문구,111152,111,52
2023-03-31 02,동대문구,111152,105,52
2023-03-31 03,동대문구,111152,105,52
2023-03-31 04,동대문구,111152,95,47
2023-03-31 05,동대문구,111152,94,46
2023-03-31 06,동대문구,111152,90,44
2023-03-31 07,동대문구,111152,88,43
2023-03-31 08,동대문구,111152,88,40
2023-03-31 09,동대문구,111152,94,43
2023-03-31 10,동대문구,111152,100,42
2023-03-31 11,동대문구,111152,102,42
2023-03-31 12,동대문구,111152,90,36
2023-03-31 13,동대문구,111152,95,41
2023-03-31 14,동대문구,111152,99,44
2023-03-31 15,동대문구,111152,95,47
2023-03-31 16,동대문구,111152,87,41
2023-03-31 17,동대문구,111152,108,53
2023-03-31 18,동대문구,111152,108,50
2023-03-31 19,동대문구,111152,100,43
2023-03-31 20,동대문구,111152,92,41
2023-03-31 21,동대문구,111152,87,42
2023-03-31 22,동대문구,111152,84,39
2023-03-31 23,동대문구,111152,85,41
2023-03-31 24,동대문구,111152,88,43
2023-03-01 01,성북구,111161,42,17
2023-03-01 02,성북구,111161,32,17
2023-03-01 03,성북구,111161,34,17
2023-03-01 04,성북구,111161,29,20
2023-03-01 05,성북구,111161,33,22
2023-03-01 06,성북구,111161,31,25
2023-03-01 07,성북구,111161,38,24
2023-03-01 08,성북구,111161,28,19
2023-03-01 09,성북구,111161,31,15
2023-03-01 10,성북구,111161,20,10
2023-03-01 11,성북구,111161,23,12
2023-03-01 12,성북구,111161,36,20
2023-03-01 13,성북구,111161,54,34
2023-03-01 14,성북구,111161,54,34
2023-03-01 15,성북구,111161,66,35
2023-03-01 16,성북구,111161,63,21
2023-03-01 17,성북구,111161,53,20
2023-03-01 18,성북구,111161,38,9
2023-03-01 19,성북구,111161,41,8
2023-03-01 20,성북구,111161,36,5
2023-03-01 21,성북구,111161,33,5
2023-03-01 22,성북구,111161,30,12
2023-03-01 23,성북구,111161,27,8
2023-03-01 24,성북구,111161,28,10
2023-03-02 01,성북구,111161,35,11
2023-03-02 02,성북구,111161,31,11
2023-03-02 03,성북구,111161,32,16
2023-03-02 04,성북구,111161,40,11
2023-03-02 05,성북구,111161,53,9
2023-03-02 06,성북구,111161,68,11
2023-03-02 07,성북구,111161,75,8
2023-03-02 08,성북구,111161,76,6
2023-03-02 09,성북구,111161,81,11
2023-03-02 10,성북구,111161,86,11
2023-03-02 11,성북구,111161,88,11
2023-03-02 12,성북구,111161,74,9
2023-03-02 13,성북구,111161,86,14
2023-03-02 14,성북구,111161,74,8
2023-03-02 15,성북구,111161,67,10
2023-03-02 16,성북구,111161,59,10
2023-03-02 17,성북구,111161,57,11
2023-03-02 18,성북구,111161,61,8
2023-03-02 19,성북구,111161,47,11
2023-03-02 20,성북구,111161,37,13
2023-03-02 21,성북구,111161,32,14
2023-03-02 22,성북구,111161,32,9
2023-03-02 23,성북구,111161,33,11
2023-03-02 24,성북구,111161,33,14
2023-03-03 01,성북구,111161,39,9
2023-03-03 02,성북구,111161,28,13
2023-03-03 03,성북구,111161,31,10
2023-03-03 04,성북구,111161,34,15
2023-03-03 05,성북구,111161,24,11
2023-03-03 06,성북구,111161,31,8
2023-03-03 07,성북구,111161,38,11
2023-03-03 08,성북구,111161,37,17
2023-03-03 09,성북구,111161,45,19
2023-03-03 10,성북구,111161,44,21
2023-03-03 11,성북구,111161,49,17
2023-03-03 12,성북구,111161,,
2023-03-03 13,성북구,111161,48,13
2023-03-03 14,성북구,111161,47,11
2023-03-03 15,성북구,111161,47,16
2023-03-03 16,성북구,111161,50,17
2023-03-03 17,성북구,111161,47,15
2023-03-03 18,성북구,111161,46,17
2023-03-03 19,성북구,111161,46,23
2023-03-03 20,성북구,111161,47,24
2023-03-03 21,성북구,111161,53,22
2023-03-03 22,성북구,111161,49,29
2023-03-03 23,성북구,111161,58,31
2023-03-03 24,성북구,111161,57,32
2023-03-04 01,성북구,111161,64,29
2023-03-04 02,성북구,111161,58,35
2023-03-04 03,성북구,111161,63,38
2023-03-04 04,성북구,111161,58,34
2023-03-04 05,성북구,111161,63,36
2023-03-04 06,성북구,111161,63,35
2023-03-04 07,성북구,111161,69,41
2023-03-04 08,성북구,111161,72,42
2023-03-04 09,성북구,111161,78,44
2023-03-04 10,성북구,111161,78,40
2023-03-04 11,성북구,111161,75,40
